,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
852,2008,NBA,2,40,NJN,Chris Douglas-Roberts\douglch01,21.175,G,us,University of Memphis,2009,2015,222,19.7,7.1,2.1,1.1,0.6,0.2,.439,.465,.329,.831,5.4,.059
853,2009,NBA,2,40,CHA,Derrick Brown\brownde04,21.296,F,us,Xavier University,2010,2012,171,14.9,5.2,2.4,0.7,0.5,0.2,.515,.528,.317,.637,4.5,.085
854,2010,NBA,2,40,IND,Lance Stephenson\stephla01,19.297,G-F,us,University of Cincinnati,2011,2018,376,24.6,8.6,4.2,3.0,0.7,0.1,.447,.494,.303,.680,13.8,.072
855,2011,NBA,2,40,MIL,Jon Leuer\leuerjo01,22.045,F,us,University of Wisconsin,2012,2018,336,16.5,6.7,4.0,0.9,0.4,0.3,.478,.512,.335,.769,12.3,.107
856,2012,NBA,2,40,POR,Will Barton\bartowi01,21.179,G,us,University of Memphis,2013,2018,332,20.7,9.4,3.6,1.9,0.7,0.3,.430,.473,.334,.777,10.4,.072
857,2013,NBA,2,40,POR,Grant Jerrett\jerregr01,19.359,F,us,University of Arizona,2015,2015,8,6.4,2.0,1.1,0.4,0.3,0.3,.269,.545,.067,1.000,-0.1,-0.128
858,2014,NBA,2,40,MIN,Glenn Robinson III\robingl02,20.174,G-F,us,University of Michigan,2015,2017,149,14.7,4.4,2.4,0.6,0.4,0.2,.448,.483,.376,.698,3.4,.075
859,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,University of Tennessee,2016,2018,122,26.9,8.4,2.7,2.0,1.0,0.6,.406,.450,.354,.734,4.6,.067
860,2016,NBA,2,40,NOP,Diamond Stone\stonedi01,19.138,C,us,University of Maryland,2017,2017,7,3.4,1.4,0.9,0.0,0.0,0.1,.231,.231,,1.000,-0.1,-0.211
861,2017,NBA,2,40,NOP,Dwayne Bacon\bacondw01,21.302,G,us,Florida State University,2018,2018,17,20.9,4.9,3.9,1.1,0.4,0.1,.370,.385,.333,.778,0.0,.000
862,1992,NBA,2,41,HOU,Popeye Jones\jonespo01,22.013,F,us,Murray State University,1994,2004,535,23.5,7.0,7.4,1.3,0.6,0.3,.447,.451,.281,.751,22.0,.084
863,1993,NBA,2,41,CHI,Anthony Reed,,,,Tulane University,,,,,,,,,,,,,,,
864,1995,NBA,2,41,HOU,Erik Meek,,,,Duke University,,,,,,,,,,,,,,,
865,1996,NBA,2,41,SAC,Jason Sasser\sasseja01,22.170,F,us,Texas Tech University,1997,1999,14,7.7,2.1,1.1,0.3,0.4,0.0,.412,.419,.333,.500,0.0,-0.014
866,1997,NBA,2,41,DEN,Jason Lawson\lawsoja01,22.302,C,us,Villanova University,1998,1998,17,4.7,1.5,1.6,0.3,0.2,0.2,.600,.600,,.800,0.5,.280
867,1998,NBA,2,41,HOU,Cuttino Mobley\moblecu01,22.302,G,us,University of Rhode Island,1999,2009,747,37.0,16.0,3.9,2.7,1.2,0.4,.433,.455,.378,.835,52.2,.091
868,1999,NBA,2,41,DEN,Francisco Elson\elsonfr01,23.128,C,nl,University of California,2004,2012,472,15.3,3.7,3.5,0.6,0.5,0.5,.478,.481,.188,.700,11.7,.078
869,2000,NBA,2,41,SAS,Chris Carrawell,,,,Duke University,,,,,,,,,,,,,,,
870,2001,NBA,2,41,IND,Jamison Brewer\breweja01,20.225,G,us,Auburn University,2002,2005,54,8.7,1.6,0.9,1.0,0.4,0.0,.372,.435,.250,.393,0.0,-0.001
871,2003,NBA,2,41,SEA,Willie Green\greenwi01,21.338,G,us,University of Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,.425,.454,.346,.765,12.9,.042
872,2004,NBA,2,41,SEA,David Young,,,,North Carolina Central University,,,,,,,,,,,,,,,
873,2006,NBA,2,41,ORL,James Augustine\augusja01,22.127,F,us,University of Illinois at Urbana-Champaign,2007,2008,27,5.8,1.6,1.2,0.1,0.2,0.1,.514,.514,,.500,0.3,.101
874,2007,NBA,2,41,MIN,Chris Richard\richach01,22.190,F,us,University of Florida,2008,2010,70,11.1,1.9,2.8,0.4,0.3,0.2,.483,.483,,.605,0.7,.045
875,2009,NBA,2,41,MIL,Jodie Meeks\meeksjo01,21.314,G,us,University of Kentucky,2010,2018,472,23.7,9.7,2.1,1.1,0.8,0.1,.419,.470,.373,.881,22.4,.096
876,2010,NBA,2,41,MIA,Jarvis Varnado\varnaja01,22.120,F,us,Mississippi State University,2013,2014,37,10.7,2.9,1.9,0.4,0.3,0.8,.582,.582,,.518,0.7,.089
877,2011,NBA,2,41,LAL,Darius Morris\morrida01,20.176,G,us,University of Michigan,2012,2015,132,11.1,3.3,1.0,1.4,0.3,0.0,.384,.416,.322,.630,-0.3,-0.010
878,2012,NBA,2,41,POR,Tyshawn Taylor\tayloty01,22.083,G,us,University of Kansas,2013,2014,61,8.0,2.9,0.5,0.9,0.4,0.0,.354,.353,.360,.684,-0.9,-0.088
879,2013,NBA,2,41,MEM,Jamaal Franklin\frankja01,21.347,G,us,San Diego State University,2014,2015,24,7.3,1.8,1.0,0.4,0.2,0.1,.415,.393,.462,1.000,0.0,-0.006
880,2015,NBA,2,41,BRK,Pat Connaughton\connapa01,22.175,G,us,University of Notre Dame,2016,2018,91,8.7,2.6,1.4,0.6,0.1,0.1,.417,.418,.415,.885,1.1,.067
881,2016,NBA,2,41,ORL,Stephen Zimmerman\zimmest01,19.292,C,us,University of Nevada Las Vegas,2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,.323,.323,,.600,0.0,-0.005
882,2017,NBA,2,41,ATL,Tyler Dorsey\dorsety01,21.134,G,us,University of Oregon,2018,2018,6,5.7,1.7,0.5,0.3,0.0,0.0,.300,.333,.286,1.000,-0.1,-0.148
883,1992,NBA,2,42,MIA,Matt Geiger\geigema01,22.293,C,us,Georgia Institute of Technology,1993,2002,552,22.1,9.2,5.7,0.7,0.6,0.6,.499,.504,.232,.728,28.4,.112
884,1993,NBA,2,42,SEA,Adonis Jordan\jordaad01,22.319,G,us,University of Kansas,1994,1999,10,9.7,2.1,0.6,2.2,0.3,0.1,.296,.333,.250,.500,0.0,-0.015
885,1994,NBA,2,42,CLE,Gary Collier,,,,University of Tulsa,,,,,,,,,,,,,,,
886,1995,NBA,2,42,ATL,Donnie Boyce\boycedo01,21.304,G,us,University of Colorado,1996,1997,30,6.5,2.6,0.8,0.5,0.4,0.2,.349,.387,.250,.500,-0.3,-0.064
887,1996,NBA,2,42,HOU,Randy Livingston\livinra01,21.091,G,us,Louisiana State University,1997,2007,203,13.2,3.8,1.4,2.0,0.6,0.2,.406,.414,.351,.771,2.3,.041
888,1997,NBA,2,42,PHO,Stephen Jackson\jacksst02,19.086,F-G,us,Butler County Community College,2001,2014,858,31.9,15.1,3.9,3.1,1.3,0.4,.414,.456,.333,.798,36.1,.063
889,1998,NBA,2,42,ORL,Miles Simon\simonmi01,22.221,G,se,University of Arizona,1999,1999,5,3.8,0.4,0.4,0.0,0.2,0.0,.200,.333,.000,,-0.1,-0.289
890,1999,NBA,2,42,MIN,Louis Bullock,,,,University of Michigan,,,,,,,,,,,,,,,
891,2001,NBA,2,42,SEA,Bobby Simmons\simmobo01,21.030,G-F,us,DePaul University,2002,2012,466,24.7,9.0,3.8,1.5,0.8,0.2,.437,.452,.396,.823,20.1,.084
892,2002,NBA,2,42,MIL,Ronald Murray\murraro01,22.338,G,us,Shaw University,2003,2010,487,22.7,9.9,2.1,2.3,0.8,0.2,.414,.450,.304,.725,8.5,.037
893,2005,NBA,2,42,GSW,Chris Taft\taftch01,20.115,F,us,University of Pittsburgh,2006,2006,17,8.5,2.8,2.1,0.1,0.1,0.4,.605,.605,,.167,0.5,.155
894,2006,NBA,2,42,CLE,Daniel Gibson\gibsoda01,20.126,G,us,University of Texas at Austin,2007,2013,397,23.5,7.8,2.0,2.0,0.6,0.2,.402,.397,.407,.780,16.0,.082
895,2007,NBA,2,42,POR,Derrick Byars\byarsde01,23.069,F,us,Vanderbilt University,2012,2012,2,18.5,5.0,5.5,0.5,1.0,0.0,.273,.600,.000,1.000,0.1,.147
896,2008,NBA,2,42,SAC,Sean Singletary\singlse01,22.299,G,us,University of Virginia,2009,2009,37,8.2,2.4,0.9,0.8,0.3,0.0,.365,.350,.400,.857,0.0,.006
897,2009,NBA,2,42,LAL,Patrick Beverley\beverpa01,20.353,G,us,University of Arkansas,2013,2018,302,28.6,9.4,4.1,3.4,1.3,0.4,.413,.457,.376,.767,20.0,.111
898,2010,NBA,2,42,MIA,Da'Sean Butler,,,,West Virginia University,,,,,,,,,,,,,,,
899,2012,NBA,2,42,MIL,Doron Lamb\lambdo01,20.240,G,us,University of Kentucky,2013,2014,100,12.7,3.5,1.0,0.8,0.2,0.0,.381,.372,.394,.700,0.1,.005
900,2013,NBA,2,42,PHI,Pierre Jackson\jackspi01,21.308,G,us,Baylor University,2017,2017,8,10.5,4.4,1.1,2.4,0.3,0.0,.333,.357,.273,.857,0.0,.021
901,2014,NBA,2,42,HOU,Nick Johnson\johnsni01,21.191,G,us,University of Arizona,2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,.347,.389,.238,.680,-0.1,-0.020
902,2015,NBA,2,42,UTA,Olivier Hanlan\hanlaol01,22.135,G,ca,Boston College,,,,,,,,,,,,,,,
903,2016,NBA,2,42,UTA,Isaiah Whitehead\whiteis01,21.113,G,us,Seton Hall University,2017,2018,78,21.7,7.2,2.4,2.6,0.6,0.5,.400,.440,.298,.790,-1.0,-0.028
904,2017,NBA,2,42,UTA,Thomas Bryant\bryanth01,19.331,C,us,Indiana University,,,,,,,,,,,,,,,
905,1993,NBA,2,43,DEN,Josh Grant\grantjo01,25.334,F,us,University of Utah,1994,1994,53,7.2,3.0,1.7,0.5,0.3,0.2,.404,.494,.279,.759,0.5,.060
906,1994,NBA,2,43,POR,Shawnelle Scott\scottsh01,22.018,C,us,St. John's University,1997,2002,105,6.0,1.8,2.2,0.2,0.1,0.2,.464,.464,,.465,1.3,.101
907,1995,NBA,2,43,MIL,Eric Snow\snower01,22.070,G,us,Michigan State University,1996,2008,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090
908,1996,NBA,2,43,PHO,Ben Davis\davisbe01,23.188,F,us,University of Arizona,1997,2000,40,3.9,1.4,1.3,0.1,0.2,0.1,.356,.356,,.462,0.1,.040
909,1997,NBA,2,43,MIN,Gordon Malone,,,,West Virginia University,,,,,,,,,,,,,,,
910,1998,NBA,2,43,WAS,Jahidi White\whiteja01,22.131,F-C,us,Georgetown University,1999,2005,334,17.7,5.9,5.8,0.2,0.4,1.1,.510,.510,.000,.534,10.4,.085
911,1999,NBA,2,43,CHH,Lee Nailon\nailole01,24.134,F,us,Texas Christian University,2001,2006,306,19.0,8.6,3.1,1.0,0.4,0.2,.474,.475,.111,.786,8.0,.066
912,2000,NBA,2,43,MIL,Michael Redd\reddmi01,20.314,G,us,Ohio State University,2001,2012,629,32.0,19.0,3.8,2.1,0.9,0.1,.447,.475,.380,.838,55.9,.134
913,2001,NBA,2,43,NYK,Eric Chenowith,,,,University of Kansas,,,,,,,,,,,,,,,
914,2002,NBA,2,43,POR,Jason Jennings,,,,Arkansas State University,,,,,,,,,,,,,,,
915,2003,NBA,2,43,MIL,Keith Bogans\boganke01,23.050,G-F,us,University of Kentucky,2004,2014,671,21.6,6.3,2.7,1.3,0.6,0.1,.394,.442,.353,.716,20.4,.068
916,2004,NBA,2,43,NYK,Trevor Ariza\arizatr01,18.364,F,us,University of California Los Angeles,2005,2018,891,29.3,10.5,4.8,2.1,1.5,0.3,.425,.481,.351,.719,53.7,.099
917,2007,NBA,2,43,NOK,Adam Haluska,,,,University of Iowa,,,,,,,,,,,,,,,
918,2008,NBA,2,43,SAC,Patrick Ewing\ewingpa02,24.043,F,us,Georgetown University,2011,2011,7,2.7,0.4,0.3,0.3,0.0,0.1,.000,.000,.000,.750,-0.1,-0.158
919,2009,NBA,2,43,MIA,Marcus Thornton\thornma01,22.026,G,us,Louisiana State University,2010,2017,483,23.4,11.9,2.8,1.4,0.8,0.1,.425,.471,.358,.830,20.0,.085
920,2010,NBA,2,43,LAL,Devin Ebanks\ebankde01,20.244,F,us,West Virginia University,2011,2013,63,11.3,3.6,1.9,0.4,0.3,0.2,.385,.418,.222,.722,0.5,.035
921,2011,NBA,2,43,CHI,Malcolm Lee\leema01,21.037,G,us,University of California Los Angeles,2012,2015,36,14.8,3.9,1.8,1.4,0.6,0.3,.382,.412,.294,.703,0.4,.040
922,2012,NBA,2,43,ATL,Mike Scott\scottmi01,23.353,F,us,University of Virginia,2013,2018,297,15.6,7.2,3.0,0.9,0.3,0.1,.464,.529,.341,.785,9.8,.102
923,2013,NBA,2,43,MIL,Ricky Ledo\ledori01,20.295,G,us,Providence College,2014,2015,28,9.9,3.9,1.4,0.8,0.3,0.0,.336,.321,.371,.769,-0.6,-0.096
924,2015,NBA,2,43,IND,Joseph Young\youngjo01,23.003,G,us,University of Oregon,2016,2018,84,6.8,2.9,0.9,1.0,0.2,0.0,.368,.436,.205,.745,-0.2,-0.013
925,1992,NBA,2,44,SAS,Henry Williams,,,,University of North Carolina at Charlotte,,,,,,,,,,,,,,,
926,1993,NBA,2,44,SAC,Alex Holcombe,,,,Baylor University,,,,,,,,,,,,,,,
927,1994,NBA,2,44,IND,Damon Bailey,,,,Indiana University,,,,,,,,,,,,,,,
928,1995,NBA,2,44,DEN,Anthony Pelle,,,,California State University Fresno,,,,,,,,,,,,,,,
929,1996,NBA,2,44,CHH,Malik Rose\rosema01,21.221,F,us,Drexel University,1997,2009,813,16.5,6.2,4.1,0.8,0.6,0.4,.437,.442,.177,.743,26.5,.095
930,1997,NBA,2,44,CLE,Cedric Henderson\hendece02,22.112,F,us,University of Memphis,1998,2002,260,23.8,7.3,2.9,1.6,0.9,0.4,.436,.443,.140,.715,3.3,.026
931,1998,NBA,2,44,NYK,Sean Marks\marksse01,22.311,F-C,nz,University of California,1999,2011,230,9.9,2.8,2.2,0.2,0.1,0.4,.448,.459,.200,.665,2.6,.055
932,1999,NBA,2,44,HOU,Tyrone Washington,,,,Mississippi State University,,,,,,,,,,,,,,,
933,2000,NBA,2,44,DET,Brian Cardinal\cardibr01,23.063,F,us,Purdue University,2001,2012,456,14.2,4.6,2.3,1.0,0.6,0.2,.408,.432,.372,.861,15.4,.114
934,2001,NBA,2,44,DAL,Kyle Hill,,,,Eastern Illinois University,,,,,,,,,,,,,,,
935,2002,NBA,2,44,CHI,Lonny Baxter\baxtelo01,23.156,F,us,University of Maryland,2003,2006,162,11.6,3.9,2.9,0.2,0.2,0.4,.466,.469,.200,.657,2.9,.075
936,2004,NBA,2,44,NOH,Tim Pickett,,,,Florida State University,,,,,,,,,,,,,,,
937,2007,NBA,2,44,ORL,Reyshawn Terry,,,,University of North Carolina,,,,,,,,,,,,,,,
938,2009,NBA,2,44,DET,Chase Budinger\budinch01,21.039,F,us,University of Arizona,2010,2016,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.486,.352,.797,13.9,.083
939,2010,NBA,2,44,MIL,Jerome Jordan\jordaje01,23.274,C,jm,University of Tulsa,2012,2015,65,7.6,2.8,2.0,0.3,0.1,0.3,.528,.528,,.852,1.7,.168
940,2011,NBA,2,44,GSW,Charles Jenkins\jenkich01,22.120,G,us,Hofstra University,2012,2013,110,12.1,3.7,0.9,1.9,0.4,0.1,.434,.449,.182,.754,0.5,.017
941,2012,NBA,2,44,DET,Kim English\engliki01,23.283,G,us,University of Missouri,2013,2013,41,9.9,2.9,0.9,0.6,0.4,0.1,.375,.452,.280,.724,0.2,.021
942,2013,NBA,2,44,DAL,Mike Muscala\muscami01,22.002,F-C,us,Bucknell University,2014,2018,199,13.7,4.8,2.9,0.9,0.3,0.5,.499,.539,.378,.825,7.3,.129
943,2014,NBA,2,44,MIN,Markel Brown\brownma02,22.154,G,us,Oklahoma State University,2015,2016,109,16.2,5.3,2.1,1.2,0.6,0.2,.382,.427,.297,.781,1.1,.031
944,2015,NBA,2,44,PHO,Andrew Harrison\harrian01,20.245,G,us,University of Kentucky,2017,2018,84,19.6,5.7,1.8,2.5,0.7,0.3,.324,.374,.261,.777,1.5,.043
945,2017,NBA,2,44,NYK,Damyean Dotson\dotsoda01,23.053,G,us,University of Oregon,2018,2018,10,6.9,2.6,1.4,0.5,0.0,0.0,.478,.615,.300,1.000,0.1,.073
946,1992,NBA,2,45,SEA,Chris King\kingch01,22.341,F,us,Wake Forest University,1994,1999,103,20.0,6.7,3.0,1.1,0.7,0.3,.423,.433,.383,.633,1.0,.023
947,1993,NBA,2,45,UTA,Bryon Russell\russebr01,22.187,F,us,California State University Long Beach,1994,2006,841,23.5,7.9,3.5,1.3,1.0,0.2,.431,.465,.369,.750,47.4,.115
948,1994,NBA,2,45,GSW,Dwayne Morton\mortodw01,22.331,F,us,University of Louisville,1995,1995,41,9.6,4.1,1.4,0.4,0.3,0.4,.388,.394,.360,.682,0.2,.025
949,1995,NBA,2,45,ATL,Troy Brown,,,,Providence College,,,,,,,,,,,,,,,
950,1996,NBA,2,45,SEA,Joe Vogel,,,,Colorado State University,,,,,,,,,,,,,,,
951,1997,NBA,2,45,WAS,God Shammgod\shammgo01,21.062,G,us,Providence College,1998,1998,20,7.3,3.1,0.4,1.8,0.4,0.1,.328,.339,.000,.767,-0.1,-0.049
952,1998,NBA,2,45,LAL,Toby Bailey\baileto01,22.223,G,us,University of California Los Angeles,1999,2000,73,9.6,3.3,1.7,0.6,0.3,0.1,.407,.422,.200,.692,1.0,.072
953,1999,NBA,2,45,SAC,Ryan Robertson\roberry01,22.276,G,us,University of Kansas,2000,2000,1,25.0,5.0,0.0,0.0,0.0,0.0,.333,.500,.000,1.000,0.0,-0.022
954,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,Louisiana State University,2001,2005,108,9.8,3.0,1.6,0.6,0.3,0.2,.413,.420,.125,.690,1.3,.058
955,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,University of California,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096
956,2002,NBA,2,45,PHI,Sam Clancy,,,,University of Southern California,,,,,,,,,,,,,,,
957,2003,NBA,2,45,CHI,Matt Bonner\bonnema01,23.087,F,us,University of Florida,2005,2016,792,16.9,5.8,3.0,0.7,0.4,0.3,.464,.516,.414,.780,38.5,.138
958,2004,NBA,2,45,CHA,Bernard Robinson\robinbe01,23.186,G-F,us,University of Michigan,2005,2007,128,14.9,4.5,2.5,1.0,0.9,0.1,.417,.434,.161,.786,2.0,.049
959,2006,NBA,2,45,IND,Alexander Johnson\johnsal01,23.146,F,us,Florida State University,2007,2008,102,12.8,4.3,2.7,0.3,0.4,0.4,.517,.517,,.672,1.5,.056
960,2007,NBA,2,45,LAC,Jared Jordan,,,,Marist College,,,,,,,,,,,,,,,
961,2009,NBA,2,45,MIN,Nick Calathes\calatni01,20.143,G,us,University of Florida,2014,2015,129,15.6,4.6,1.9,2.7,1.0,0.1,.441,.476,.288,.581,2.6,.063
962,2011,NBA,2,45,NOH,Josh Harrellson\harrejo01,22.136,C,us,University of Kentucky,2012,2014,75,11.8,3.5,3.0,0.3,0.4,0.5,.438,.497,.347,.629,2.1,.116
963,2012,NBA,2,45,PHI,Justin Hamilton\hamilju01,22.094,C,us,Louisiana State University,2014,2017,113,17.4,6.1,3.6,0.8,0.5,0.6,.464,.560,.309,.798,3.7,.091
964,2014,NBA,2,45,CHH,Dwight Powell\poweldw01,22.347,F-C,ca,Stanford University,2015,2018,193,14.9,5.7,3.7,0.6,0.6,0.4,.494,.539,.254,.747,8.8,.148
965,2015,NBA,2,45,BOS,Marcus Thornton\thornma02,22.141,G,us,College of William & Mary,,,,,,,,,,,,,,,
966,2016,NBA,2,45,BOS,Demetrius Jackson\jacksde01,21.295,G,us,University of Notre Dame,2017,2018,16,4.9,1.1,0.9,0.5,0.3,0.1,.389,.545,.143,.500,-0.1,-0.041
967,2017,NBA,2,45,HOU,Dillon Brooks\brookdi01,21.157,G-F,ca,University of Oregon,2018,2018,17,29.5,9.2,4.1,1.2,1.1,0.5,.469,.558,.295,.724,0.6,.054
968,1992,NBA,2,46,DEN,Robert Werdann\werdaro01,21.291,C,us,St. John's University,1993,1997,47,5.8,2.1,1.7,0.2,0.3,0.2,.378,.381,.000,.574,0.1,.026
969,1993,NBA,2,46,HOU,Richard Petruska\petruri01,24.162,C-F,sk,University of California Los Angeles,1994,1994,22,4.2,2.4,1.4,0.0,0.1,0.1,.435,.419,.467,.750,0.0,-0.014
970,1994,NBA,2,46,MIL,Voshon Lenard\lenarvo01,21.051,G,us,University of Minnesota,1996,2006,565,27.2,11.9,2.8,2.1,0.8,0.2,.415,.436,.384,.787,29.6,.093
971,1995,NBA,2,46,MIA,George Banks,,,,University of Texas at El Paso,,,,,,,,,,,,,,,
972,1996,NBA,2,46,POR,Marcus Brown\brownma01,22.090,G,us,Murray State University,1997,2000,27,8.5,3.4,0.8,0.9,0.3,0.1,.381,.422,.333,.714,0.3,.066
973,1997,NBA,2,46,ORL,Eric Washington\washier01,23.100,G,us,University of Alabama,1998,1999,104,22.1,6.9,2.1,1.0,0.8,0.4,.402,.431,.346,.757,0.1,.002
974,1998,NBA,2,46,MIN,Andrae Patterson\pattean01,22.230,F,us,Indiana University,1999,2000,40,7.6,3.0,1.7,0.4,0.5,0.2,.455,.479,.000,.778,0.7,.114
975,1999,NBA,2,46,NYK,J.R. Koch,,,,University of Iowa,,,,,,,,,,,,,,,
976,2000,NBA,2,46,TOR,DeeAndre Hulett,,,,College of the Sequoias,,,,,,,,,,,,,,,
977,2001,NBA,2,46,MIN,Loren Woods\woodslo01,23.012,F-C,us,University of Arizona,2002,2008,215,11.3,2.6,3.2,0.3,0.3,0.6,.419,.423,.143,.642,3.1,.062
978,2002,NBA,2,46,MEM,Matt Barnes\barnema02,22.114,F,us,University of California Los Angeles,2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,.436,.522,.335,.745,42.8,.093
979,2006,NBA,2,46,UTA,Dee Brown\brownde03,21.320,G,us,University of Illinois at Urbana-Champaign,2007,2009,68,10.5,2.1,1.0,1.8,0.5,0.1,.340,.389,.250,.643,0.1,.008
980,2007,NBA,2,46,GSW,Stephane Lasme\lasmest01,24.199,F,ga,University of Massachusetts Amherst,2008,2008,16,18.9,5.2,3.3,0.2,0.8,1.4,.451,.451,,.594,0.3,.041
981,2008,NBA,2,46,SEA,Trent Plaisted,,,,Brigham Young University Hawaii,,,,,,,,,,,,,,,
982,2009,NBA,2,46,CLE,Danny Green\greenda02,22.009,G-F,us,University of North Carolina,2010,2018,487,25.2,8.9,3.4,1.6,1.0,0.8,.422,.459,.399,.817,31.1,.122
983,2010,NBA,2,46,PHO,Gani Lawal\lawalga01,21.234,F,us,Georgia Institute of Technology,2011,2011,1,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009
984,2011,NBA,2,46,LAL,Andrew Goudelock\goudean01,22.203,G,us,College of Charleston,2012,2016,49,9.7,4.0,0.7,0.5,0.2,0.0,.393,.429,.345,.875,0.0,.003
985,2012,NBA,2,46,NOH,Darius Miller\milleda01,22.105,F,us,University of Kentucky,2013,2018,120,14.6,3.7,1.3,0.9,0.4,0.2,.442,.497,.395,.855,2.0,.055
986,2013,NBA,2,46,UTA,Erick Green\greener01,22.055,G,us,Virginia Polytechnic Institute and State University,2015,2016,52,8.7,3.1,0.7,0.8,0.3,0.0,.377,.415,.288,.857,0.1,.011
987,2014,NBA,2,46,WAS,Jordan Clarkson\clarkjo01,22.024,G,us,University of Missouri,2015,2018,239,28.6,14.3,3.3,2.8,1.0,0.1,.444,.488,.335,.804,6.7,.047
988,2015,NBA,2,46,MIL,Norman Powell\powelno01,22.036,G,us,University of California Los Angeles,2016,2018,138,17.3,7.4,2.2,1.1,0.7,0.2,.438,.489,.351,.802,4.8,.097
989,2016,NBA,2,46,DAL,A.J. Hammons\hammoaj01,23.306,C,us,Purdue University,2017,2017,22,7.4,2.2,1.6,0.2,0.0,0.6,.405,.375,.500,.450,0.0,-0.001
990,2017,NBA,2,46,PHI,Sterling Brown\brownst02,22.138,G,us,Southern Methodist University,2018,2018,4,5.3,1.8,1.0,0.5,0.3,0.0,.333,.333,.333,,0.0,-0.026
991,1992,NBA,2,47,BOS,Darren Morningstar\mornida01,23.069,C,us,University of Pittsburgh,1994,1994,23,16.0,4.2,3.5,0.7,0.6,0.1,.476,.476,,.600,0.4,.048
992,1993,NBA,2,47,SAS,Chris Whitney\whitnch01,21.274,G,us,Clemson University,1994,2004,579,17.4,6.5,1.4,2.8,0.6,0.1,.395,.427,.361,.875,21.2,.101
993,1994,NBA,2,47,UTA,Jamie Watson\watsoja01,22.132,F,us,University of South Carolina,1995,1999,102,12.2,3.2,1.5,1.1,0.6,0.2,.468,.494,.316,.694,1.2,.045
994,1995,NBA,2,47,SAC,Tyus Edney\edneyty01,22.139,G,us,University of California Los Angeles,1996,2001,226,21.0,7.6,1.7,4.0,1.0,0.0,.405,.419,.322,.806,6.8,.068
995,1996,NBA,2,47,SEA,Ron Riley,,,,Arizona State University,,,,,,,,,,,,,,,
996,1997,NBA,2,47,POR,Alvin Williams\willial02,22.329,G,us,Villanova University,1998,2007,460,27.4,9.0,2.5,4.1,1.2,0.2,.421,.443,.313,.760,21.7,.082
997,1998,NBA,2,47,TOR,Tyson Wheeler\wheelty01,22.265,G,us,University of Rhode Island,1999,1999,1,3.0,4.0,0.0,2.0,0.0,0.0,1.000,,1.000,.500,0.1,1.367
998,1999,NBA,2,47,PHI,Todd MacCulloch\maccuto01,23.160,C,ca,University of Washington,2000,2003,223,15.4,6.1,4.0,0.5,0.3,0.8,.541,.541,,.642,11.9,.166
999,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,University of California,2003,2007,72,8.8,2.0,3.4,0.4,0.1,0.4,.491,.495,.000,.537,1.4,.106
1000,2003,NBA,2,47,UTA,Mo Williams\willima01,20.194,G,us,University of Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,.434,.460,.378,.871,40.0,.080
1001,2004,NBA,2,47,MIA,Pape Sow\sowpa01,22.220,F,sn,California State University Fullerton,2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,.416,.416,,.678,0.8,.044
1002,2005,NBA,2,47,MIN,Bracey Wright\wrighbr02,21.002,G,us,Indiana University,2006,2007,26,12.5,5.0,1.5,0.8,0.4,0.0,.405,.446,.324,.794,0.5,.068
1003,2006,NBA,2,47,UTA,Paul Millsap\millspa01,21.143,F,us,Louisiana Tech University,2007,2018,853,29.5,14.2,7.4,2.3,1.3,1.0,.492,.513,.329,.735,80.6,.154
1004,2007,NBA,2,47,WAS,Dominic McGuire\mcguido01,21.256,F,us,California State University Fresno,2008,2013,342,15.6,2.7,3.4,1.2,0.5,0.5,.419,.423,.188,.658,4.1,.037
1005,2008,NBA,2,47,WAS,Bill Walker\walkebi01,20.266,F,us,Kansas State University,2009,2015,181,16.7,6.0,2.2,0.8,0.5,0.1,.446,.560,.369,.760,5.0,.079
1006,2010,NBA,2,47,MIL,Tiny Gallon,,,,University of Oklahoma,,,,,,,,,,,,,,,
1007,2011,NBA,2,47,LAC,Travis Leslie\leslitr01,21.091,G,us,University of Georgia,2012,2012,10,4.5,1.4,0.9,0.5,0.2,0.2,.357,.357,,.444,0.1,.060
